"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL5335"	"Baculoviral IAP repeat-containing protein 3"	"Q13489"	"SINGLE PROTEIN"	"Homo sapiens"	"211"	"337"	"9606"	"False"
"CHEMBL5699"	"Serine/threonine-protein kinase SIK2"	"Q9H0K1"	"SINGLE PROTEIN"	"Homo sapiens"	"1063"	"1652"	"9606"	"False"
"CHEMBL6161"	"UDP-glucuronosyltransferase 2B15"	"P54855"	"SINGLE PROTEIN"	"Homo sapiens"	"143"	"178"	"9606"	"False"
"CHEMBL1075097"	"Arginase-1"	"P05089"	"SINGLE PROTEIN"	"Homo sapiens"	"263"	"364"	"9606"	"False"
"CHEMBL2189128"	"Prolyl endopeptidase-like"	"Q4J6C6"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2189137"	"Lysosomal thioesterase PPT2"	"Q9UMR5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5483186"	"CDK10/Cyclin L2"	"Q15131|Q96S94"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL5483188"	"CDK11B/Cyclin L2"	"P21127|Q96S94"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL5483187"	"CDK11A/Cyclin L2"	"Q9UQ88|Q96S94"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL2828"	"Casein kinase I delta"	"P48730"	"SINGLE PROTEIN"	"Homo sapiens"	"3672"	"4670"	"9606"	"False"
"CHEMBL4954"	"Ephrin type-A receptor 3"	"P29320"	"SINGLE PROTEIN"	"Homo sapiens"	"967"	"1619"	"9606"	"False"
"CHEMBL3411"	"Prenyl protein specific protease"	"Q9Y256"	"SINGLE PROTEIN"	"Homo sapiens"	"299"	"365"	"9606"	"False"
"CHEMBL1787"	"Steroid 5-alpha-reductase 1"	"P18405"	"SINGLE PROTEIN"	"Homo sapiens"	"550"	"755"	"9606"	"False"
"CHEMBL5084"	"Casein kinase I isoform gamma-3"	"Q9Y6M4"	"SINGLE PROTEIN"	"Homo sapiens"	"1665"	"2448"	"9606"	"False"
"CHEMBL2730"	"Protein-glutamine gamma-glutamyltransferase"	"P21980"	"SINGLE PROTEIN"	"Homo sapiens"	"673"	"1270"	"9606"	"False"
"CHEMBL1697657"	"Peptidyl-prolyl cis-trans isomerase D"	"Q08752"	"SINGLE PROTEIN"	"Homo sapiens"	"56"	"111"	"9606"	"False"
"CHEMBL2231"	"Cytochrome P450 1A1"	"P04798"	"SINGLE PROTEIN"	"Homo sapiens"	"746"	"1218"	"9606"	"False"
"CHEMBL4878"	"Cytochrome P450 1B1"	"Q16678"	"SINGLE PROTEIN"	"Homo sapiens"	"739"	"1258"	"9606"	"False"
"CHEMBL4523401"	"Inositol polyphosphate multikinase"	"Q8NFU5"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"34"	"9606"	"False"
"CHEMBL1828"	"DNA polymerase alpha subunit"	"P09884"	"SINGLE PROTEIN"	"Homo sapiens"	"194"	"247"	"9606"	"False"
"CHEMBL2568"	"Liver glycogen phosphorylase"	"P06737"	"SINGLE PROTEIN"	"Homo sapiens"	"816"	"1040"	"9606"	"False"
"CHEMBL2096665"	"Pyruvate dehydrogenase kinase"	"Q15119|Q15120|Q16654|Q15118"	"PROTEIN FAMILY"	"Homo sapiens"	"452"	"522"	"9606"	"False"
"CHEMBL2581"	"Cathepsin D"	"P07339"	"SINGLE PROTEIN"	"Homo sapiens"	"2945"	"3239"	"9606"	"False"
"CHEMBL2635"	"Dual specificity protein phosphatase 3"	"P51452"	"SINGLE PROTEIN"	"Homo sapiens"	"898"	"1169"	"9606"	"False"
"CHEMBL1907602"	"Cyclin-dependent kinase 1/cyclin B1"	"P06493|P14635"	"PROTEIN COMPLEX"	"Homo sapiens"	"1489"	"1898"	"9606"	"False"
"CHEMBL2634"	"Tyrosine-protein kinase CSK"	"P41240"	"SINGLE PROTEIN"	"Homo sapiens"	"1598"	"2461"	"9606"	"False"
"CHEMBL4523137"	"Serine protease HTRA2, mitochondrial"	"O43464"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"37"	"9606"	"False"
"CHEMBL2021749"	"Sphingolipid delta(4)-desaturase DES1"	"O15121"	"SINGLE PROTEIN"	"Homo sapiens"	"19"	"28"	"9606"	"False"
"CHEMBL1741179"	"Probable DNA dC->dU-editing enzyme APOBEC-3A"	"P31941"	"SINGLE PROTEIN"	"Homo sapiens"	"839"	"890"	"9606"	"False"
"CHEMBL5818"	"Serine/threonine-protein kinase PRKX"	"P51817"	"SINGLE PROTEIN"	"Homo sapiens"	"1633"	"2312"	"9606"	"False"
"CHEMBL2896"	"cGMP-dependent protein kinase 2"	"Q13237"	"SINGLE PROTEIN"	"Homo sapiens"	"1186"	"1651"	"9606"	"False"
"CHEMBL3291"	"Phosphofructokinase muscle type"	"P08237"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4295678"	"Citrate synthase, mitochondrial"	"O75390"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL1909484"	"Sentrin-specific protease 1"	"Q9P0U3"	"SINGLE PROTEIN"	"Homo sapiens"	"450"	"681"	"9606"	"False"
"CHEMBL1293237"	"Bloom syndrome protein"	"P54132"	"SINGLE PROTEIN"	"Homo sapiens"	"3038"	"4307"	"9606"	"False"
"CHEMBL3438"	"Protein kinase C zeta"	"Q05513"	"SINGLE PROTEIN"	"Homo sapiens"	"1756"	"2437"	"9606"	"False"
"CHEMBL4411"	"Prostaglandin E synthase 2"	"Q9H7Z7"	"SINGLE PROTEIN"	"Homo sapiens"	"305"	"329"	"9606"	"False"
"CHEMBL5921"	"Bifunctional protein NCOAT"	"O60502"	"SINGLE PROTEIN"	"Homo sapiens"	"332"	"460"	"9606"	"False"
"CHEMBL1795194"	"Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha"	"P48426"	"SINGLE PROTEIN"	"Homo sapiens"	"1315"	"1636"	"9606"	"False"
"CHEMBL4835"	"L-lactate dehydrogenase A chain"	"P00338"	"SINGLE PROTEIN"	"Homo sapiens"	"778"	"1575"	"9606"	"False"
"CHEMBL5291526"	"Ceramide synthase 1"	"P27544"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4630730"	"Protein cereblon/Tyrosine-protein kinase receptor FLT3"	"P36888|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"7"	"32"	"9606"	"False"
"CHEMBL5072"	"Ephrin type-B receptor 1"	"P54762"	"SINGLE PROTEIN"	"Homo sapiens"	"584"	"884"	"9606"	"False"
"CHEMBL2801"	"CaM kinase II delta"	"Q13557"	"SINGLE PROTEIN"	"Homo sapiens"	"1985"	"2863"	"9606"	"False"
"CHEMBL4523126"	"Calpain-9"	"O14815"	"SINGLE PROTEIN"	"Homo sapiens"	"15"	"15"	"9606"	"False"
"CHEMBL1795195"	"Serine/threonine-protein kinase SMG1"	"Q96Q15"	"SINGLE PROTEIN"	"Homo sapiens"	"50"	"74"	"9606"	"False"
"CHEMBL3096"	"Phosphoenolpyruvate carboxykinase mitochondrial"	"Q16822"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4742294"	"Cereblon/E3 ubiquitin-protein ligase SHPRH"	"Q96SW2|Q149N8"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4742302"	"Cereblon/Carbohydrate sulfotransferase 14"	"Q96SW2|Q8NCH0"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523610"	"Casein kinase I isoform alpha/delta"	"P48730|P48729"	"PROTEIN FAMILY"	"Homo sapiens"	"20"	"40"	"9606"	"False"
"CHEMBL2111472"	"Cytochrome P450 3A4/3A5"	"P08684|P20815"	"PROTEIN FAMILY"	"Homo sapiens"	"78"	"100"	"9606"	"False"
"CHEMBL1275212"	"Ketohexokinase"	"P50053"	"SINGLE PROTEIN"	"Homo sapiens"	"285"	"413"	"9606"	"False"
"CHEMBL4295672"	"Lysine-specific demethylase PHF2"	"O75151"	"SINGLE PROTEIN"	"Homo sapiens"	"16"	"16"	"9606"	"False"
"CHEMBL2111431"	"Epidermal growth factor receptor and ErbB2 (HER1 and HER2)"	"P04626|P00533"	"PROTEIN FAMILY"	"Homo sapiens"	"168"	"186"	"9606"	"False"
"CHEMBL3038499"	"TAK1/TAB1"	"Q15750|O43318"	"PROTEIN COMPLEX"	"Homo sapiens"	"252"	"257"	"9606"	"False"
"CHEMBL2760"	"Sphingomyelin phosphodiesterase"	"P17405"	"SINGLE PROTEIN"	"Homo sapiens"	"13544"	"13599"	"9606"	"False"
"CHEMBL1255163"	"Probable protein-cysteine N-palmitoyltransferase porcupine"	"Q9H237"	"SINGLE PROTEIN"	"Homo sapiens"	"95"	"135"	"9606"	"False"
"CHEMBL6158"	"Ubiquitin carboxyl-terminal hydrolase 5"	"P45974"	"SINGLE PROTEIN"	"Homo sapiens"	"123"	"175"	"9606"	"False"
"CHEMBL4627"	"Myosin light chain kinase"	"Q32MK0"	"SINGLE PROTEIN"	"Homo sapiens"	"427"	"486"	"9606"	"False"
"CHEMBL2157850"	"Ubiquitin carboxyl-terminal hydrolase 7"	"Q93009"	"SINGLE PROTEIN"	"Homo sapiens"	"592"	"842"	"9606"	"False"
"CHEMBL4647"	"Peptide deformylase mitochondrial"	"Q9HBH1"	"SINGLE PROTEIN"	"Homo sapiens"	"141"	"169"	"9606"	"False"
"CHEMBL4388"	"Thymidylate kinase"	"P23919"	"SINGLE PROTEIN"	"Homo sapiens"	"102"	"170"	"9606"	"False"
"CHEMBL4162"	"Protein-tyrosine phosphatase 4A3"	"O75365"	"SINGLE PROTEIN"	"Homo sapiens"	"108"	"173"	"9606"	"False"
"CHEMBL5651"	"Serine/threonine-protein kinase 35"	"Q8TDR2"	"SINGLE PROTEIN"	"Homo sapiens"	"248"	"264"	"9606"	"False"
"CHEMBL2079849"	"Serine protease hepsin"	"P05981"	"SINGLE PROTEIN"	"Homo sapiens"	"197"	"242"	"9606"	"False"
"CHEMBL2758"	"Mannose-6-phosphate isomerase"	"P34949"	"SINGLE PROTEIN"	"Homo sapiens"	"733"	"940"	"9606"	"False"
"CHEMBL4630729"	"Protein cereblon/HMG-CoA reductase"	"P04035|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"8"	"9606"	"False"
"CHEMBL4296011"	"DNA replication licensing factor MCM6"	"Q14566"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"11"	"9606"	"False"
"CHEMBL4630813"	"DNA replication licensing factor MCM3"	"P25205"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"3"	"9606"	"False"
"CHEMBL6087"	"Ras-related C3 botulinum toxin substrate 3"	"P60763"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL3746"	"11-beta-hydroxysteroid dehydrogenase 2"	"P80365"	"SINGLE PROTEIN"	"Homo sapiens"	"1032"	"1168"	"9606"	"False"
"CHEMBL2085"	"Macrophage migration inhibitory factor"	"P14174"	"SINGLE PROTEIN"	"Homo sapiens"	"551"	"1110"	"9606"	"False"
"CHEMBL4142"	"Fibroblast growth factor receptor 2"	"P21802"	"SINGLE PROTEIN"	"Homo sapiens"	"2517"	"3526"	"9606"	"False"
"CHEMBL2094253"	"Cyclooxygenase"	"P35354|P23219"	"PROTEIN FAMILY"	"Homo sapiens"	"930"	"1259"	"9606"	"False"
"CHEMBL2111353"	"Serine/threonine-protein kinase AKT"	"P31751|Q9Y243|P31749"	"PROTEIN FAMILY"	"Homo sapiens"	"172"	"294"	"9606"	"False"
"CHEMBL5466"	"Activin receptor type-2B"	"Q13705"	"SINGLE PROTEIN"	"Homo sapiens"	"457"	"570"	"9606"	"False"
"CHEMBL279"	"Vascular endothelial growth factor receptor 2"	"P35968"	"SINGLE PROTEIN"	"Homo sapiens"	"15111"	"21232"	"9606"	"False"
"CHEMBL3137267"	"PKC alpha and beta-2"	"P17252|P05771"	"PROTEIN FAMILY"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL5291568"	"Sentrin-specific protease 3"	"Q9H4L4"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL2243"	"Anandamide amidohydrolase"	"O00519"	"SINGLE PROTEIN"	"Homo sapiens"	"2563"	"3511"	"9606"	"False"
"CHEMBL3587"	"Dual specificity mitogen-activated protein kinase kinase 1"	"Q02750"	"SINGLE PROTEIN"	"Homo sapiens"	"2933"	"4263"	"9606"	"False"
"CHEMBL2044"	"Gamma-amino-N-butyrate transaminase"	"P80404"	"SINGLE PROTEIN"	"Homo sapiens"	"101"	"155"	"9606"	"False"
"CHEMBL3714531"	"Palmitoleoyl-protein carboxylesterase NOTUM"	"Q6P988"	"SINGLE PROTEIN"	"Homo sapiens"	"486"	"632"	"9606"	"False"
"CHEMBL2007"	"Platelet-derived growth factor receptor alpha"	"P16234"	"SINGLE PROTEIN"	"Homo sapiens"	"2416"	"5771"	"9606"	"False"
"CHEMBL3094"	"MAP kinase-activated protein kinase 5"	"Q8IW41"	"SINGLE PROTEIN"	"Homo sapiens"	"2035"	"2896"	"9606"	"False"
"CHEMBL4105876"	"Ubiquitin-conjugating enzyme E2 E1"	"P51965"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL2288"	"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1"	"Q13526"	"SINGLE PROTEIN"	"Homo sapiens"	"36307"	"36671"	"9606"	"False"
"CHEMBL1951"	"Monoamine oxidase A"	"P21397"	"SINGLE PROTEIN"	"Homo sapiens"	"8289"	"12159"	"9606"	"False"
"CHEMBL5731"	"Complement factor B"	"P00751"	"SINGLE PROTEIN"	"Homo sapiens"	"87"	"156"	"9606"	"False"
"CHEMBL3055"	"Cyclin-dependent kinase 7"	"P50613"	"SINGLE PROTEIN"	"Homo sapiens"	"1236"	"1576"	"9606"	"False"
"CHEMBL3883317"	"B-raf/RAF proto-oncogene serine/threonine-protein kinase"	"P04049|P15056"	"PROTEIN FAMILY"	"Homo sapiens"	"6"	"20"	"9606"	"False"
"CHEMBL3559703"	"PI3-kinase class I"	"P27986|P42338|P48736|P42336|O00459|O00329|Q8WYR1|Q92569"	"PROTEIN COMPLEX GROUP"	"Homo sapiens"	"430"	"432"	"9606"	"False"
"CHEMBL6118"	"Quinone oxidoreductase"	"Q08257"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"9"	"9606"	"False"
"CHEMBL4295646"	"Mannan-binding lectin serine protease 2"	"O00187"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"9"	"9606"	"False"
"CHEMBL3879856"	"Katanin p60 ATPase-containing subunit A1"	"O75449"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"18"	"9606"	"False"
"CHEMBL2363062"	"Janus Kinase (JAK)"	"P52333|P23458|O60674|P29597"	"PROTEIN FAMILY"	"Homo sapiens"	"151"	"190"	"9606"	"False"
"CHEMBL3885517"	"Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c"	"P55211|P42574|O14727|P99999"	"PROTEIN COMPLEX"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL3885505"	"Matrix metalloproteinase 2/9"	"P08253|P14780"	"PROTEIN FAMILY"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5905"	"Aldo-keto reductase family 1 member C1"	"Q04828"	"SINGLE PROTEIN"	"Homo sapiens"	"415"	"555"	"9606"	"False"
"CHEMBL4136"	"Phospholipase A2 group 1VB"	"P0C869"	"SINGLE PROTEIN"	"Homo sapiens"	"50"	"71"	"9606"	"False"
"CHEMBL2803"	"Tyrosine-protein kinase ZAP-70"	"P43403"	"SINGLE PROTEIN"	"Homo sapiens"	"1564"	"2296"	"9606"	"False"
"CHEMBL3529"	"Inhibitor of nuclear factor kappa B kinase epsilon subunit"	"Q14164"	"SINGLE PROTEIN"	"Homo sapiens"	"2016"	"3364"	"9606"	"False"
"CHEMBL2095205"	"Monoamine oxidase"	"P21397|P27338"	"PROTEIN FAMILY"	"Homo sapiens"	"232"	"395"	"9606"	"False"
"CHEMBL1827"	"Phosphodiesterase 5A"	"O76074"	"SINGLE PROTEIN"	"Homo sapiens"	"3554"	"5147"	"9606"	"False"
"CHEMBL3142"	"DNA-dependent protein kinase"	"P78527"	"SINGLE PROTEIN"	"Homo sapiens"	"1688"	"1972"	"9606"	"False"
"CHEMBL3935"	"Serine/threonine-protein kinase Aurora-C"	"Q9UQB9"	"SINGLE PROTEIN"	"Homo sapiens"	"1088"	"1822"	"9606"	"False"
"CHEMBL5465388"	"ALK-TFG"	"Q9UM73|Q92734"	"CHIMERIC PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL3076"	"Phenylalanine-4-hydroxylase"	"P00439"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"5"	"9606"	"False"
"CHEMBL5108"	"Platelet-activating factor acetylhydrolase IB gamma subunit"	"Q15102"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2429709"	"Poly [ADP-ribose] polymerase 12"	"Q9H0J9"	"SINGLE PROTEIN"	"Homo sapiens"	"59"	"75"	"9606"	"False"
"CHEMBL1075155"	"Serine/threonine-protein kinase 38"	"Q15208"	"SINGLE PROTEIN"	"Homo sapiens"	"479"	"540"	"9606"	"False"
"CHEMBL2095217"	"Fibroblast growth factor receptor"	"P22607|P11362|P22455|P21802"	"PROTEIN FAMILY"	"Homo sapiens"	"276"	"356"	"9606"	"False"
"CHEMBL2111480"	"Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR)"	"P17948|P35968"	"SELECTIVITY GROUP"	"Homo sapiens"	"27"	"27"	"9606"	"False"
"CHEMBL4937"	"Casein kinase I epsilon"	"P49674"	"SINGLE PROTEIN"	"Homo sapiens"	"1472"	"1729"	"9606"	"False"
"CHEMBL4523375"	"Cytochrome P450 4Z1"	"Q86W10"	"SINGLE PROTEIN"	"Homo sapiens"	"41"	"127"	"9606"	"False"
"CHEMBL2189121"	"GTPase KRas"	"P01116"	"SINGLE PROTEIN"	"Homo sapiens"	"888"	"2145"	"9606"	"False"
"CHEMBL2096619"	"Phosphatidylinositol 4-kinase, PI4K"	"Q9BTU6|Q8TCG2|Q9UBF8|P42356"	"PROTEIN FAMILY"	"Homo sapiens"	"93"	"160"	"9606"	"False"
"CHEMBL2864"	"6-O-methylguanine-DNA methyltransferase"	"P16455"	"SINGLE PROTEIN"	"Homo sapiens"	"187"	"451"	"9606"	"False"
"CHEMBL5650"	"BR serine/threonine-protein kinase 1"	"Q8TDC3"	"SINGLE PROTEIN"	"Homo sapiens"	"1507"	"2154"	"9606"	"False"
"CHEMBL3627586"	"Peroxiredoxin-5, mitochondrial"	"P30044"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"8"	"9606"	"False"
"CHEMBL5465357"	"mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase"	"Q9H4Z3"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL5169207"	"E3 ubiquitin-protein ligase RNF114"	"Q9Y508"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL5482991"	"Prothrombinase complex"	"P00742|P12259"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3397"	"Cytochrome P450 2C9"	"P11712"	"SINGLE PROTEIN"	"Homo sapiens"	"26243"	"32457"	"9606"	"False"
"CHEMBL4523728"	"VHL/Tyrosine-protein kinase Yes"	"P07947|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1795"	"Atrial natriuretic peptide receptor B"	"P20594"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL3869"	"Matrix metalloproteinase 14"	"P50281"	"SINGLE PROTEIN"	"Homo sapiens"	"1364"	"1616"	"9606"	"False"
"CHEMBL2111387"	"NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)"	"Q9UM73|P06748"	"CHIMERIC PROTEIN"	"Homo sapiens"	"84"	"123"	"9606"	"False"
"CHEMBL5465228"	"VHL/L-lactate dehydrogenase B chain"	"P07195|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"4"	"9606"	"False"
"CHEMBL3883323"	"Cyclin-C/Cyclin-dependent kinase 19"	"Q9BWU1|P24863"	"PROTEIN COMPLEX"	"Homo sapiens"	"309"	"334"	"9606"	"False"
"CHEMBL1968"	"Epoxide hydrolase 1"	"P07099"	"SINGLE PROTEIN"	"Homo sapiens"	"534"	"644"	"9606"	"False"
"CHEMBL4742323"	"Cereblon/SET domain-containing protein 4"	"Q96SW2|Q9NVD3"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3559692"	"Cyclin-dependent kinase 12"	"Q9NYV4"	"SINGLE PROTEIN"	"Homo sapiens"	"356"	"465"	"9606"	"False"
"CHEMBL2109"	"Dual specificity mitogen-activated protein kinase kinase 3"	"P46734"	"SINGLE PROTEIN"	"Homo sapiens"	"531"	"682"	"9606"	"False"
"CHEMBL5465253"	"HAT1/Rbap46"	"Q16576|O14929"	"PROTEIN COMPLEX"	"Homo sapiens"	"49"	"59"	"9606"	"False"
"CHEMBL5465213"	"Cereblon/Tyrosine-protein kinase ITK/TSK"	"Q08881|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"20"	"52"	"9606"	"False"
"CHEMBL3019"	"Cytochrome P450 3A5"	"P20815"	"SINGLE PROTEIN"	"Homo sapiens"	"303"	"525"	"9606"	"False"
"CHEMBL5465333"	"Histone-lysine N-methyltransferase SMYD1"	"Q8NB12"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523326"	"Cyclin-dependent kinase-like 4"	"Q5MAI5"	"SINGLE PROTEIN"	"Homo sapiens"	"16"	"19"	"9606"	"False"
"CHEMBL1741217"	"DNA dC->dU-editing enzyme APOBEC-3G"	"Q9HC16"	"SINGLE PROTEIN"	"Homo sapiens"	"9894"	"12481"	"9606"	"False"
"CHEMBL3980"	"Serine/threonine-protein kinase 17B"	"O94768"	"SINGLE PROTEIN"	"Homo sapiens"	"562"	"807"	"9606"	"False"
"CHEMBL1938223"	"TP53-regulating kinase"	"Q96S44"	"SINGLE PROTEIN"	"Homo sapiens"	"273"	"284"	"9606"	"False"
"CHEMBL2311243"	"D-3-phosphoglycerate dehydrogenase"	"O43175"	"SINGLE PROTEIN"	"Homo sapiens"	"551"	"967"	"9606"	"False"
"CHEMBL2845"	"Protein phosphatase 2C beta"	"O75688"	"SINGLE PROTEIN"	"Homo sapiens"	"66"	"71"	"9606"	"False"
"CHEMBL1743316"	"UDP-glucuronosyltransferase 1-6"	"P19224"	"SINGLE PROTEIN"	"Homo sapiens"	"153"	"227"	"9606"	"False"
"CHEMBL4295925"	"E3 ubiquitin-protein ligase Itchy homolog"	"Q96J02"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5463"	"Acid ceramidase"	"Q13510"	"SINGLE PROTEIN"	"Homo sapiens"	"285"	"411"	"9606"	"False"
"CHEMBL4158"	"Fatty acid synthase"	"P49327"	"SINGLE PROTEIN"	"Homo sapiens"	"2194"	"3390"	"9606"	"False"
"CHEMBL3258"	"Leucyl-tRNA synthetase"	"Q9P2J5"	"SINGLE PROTEIN"	"Homo sapiens"	"129"	"173"	"9606"	"False"
"CHEMBL3301397"	"Ras-related C3 botulinum toxin substrate 1/T-lymphoma invasion and metastasis-inducing protein 1"	"P63000|Q13009"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"7"	"10"	"9606"	"False"
"CHEMBL5028"	"ADAM10"	"O14672"	"SINGLE PROTEIN"	"Homo sapiens"	"231"	"375"	"9606"	"False"
"CHEMBL5679"	"Serine/threonine-protein kinase Nek3"	"P51956"	"SINGLE PROTEIN"	"Homo sapiens"	"665"	"934"	"9606"	"False"
"CHEMBL5879"	"Hematopoietic prostaglandin D synthase"	"O60760"	"SINGLE PROTEIN"	"Homo sapiens"	"437"	"658"	"9606"	"False"
"CHEMBL3751653"	"5'(3')-deoxyribonucleotidase, cytosolic type"	"Q8TCD5"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3430903"	"DNA polymerase subunit gamma-1/gamma-2"	"P54098|Q9UHN1"	"PROTEIN FAMILY"	"Homo sapiens"	"16"	"16"	"9606"	"False"
"CHEMBL5914"	"Mitogen-activated protein kinase kinase kinase 2"	"Q9Y2U5"	"SINGLE PROTEIN"	"Homo sapiens"	"521"	"639"	"9606"	"False"
"CHEMBL2519"	"Neutral alpha-glucosidase AB"	"Q14697"	"SINGLE PROTEIN"	"Homo sapiens"	"28"	"90"	"9606"	"False"
"CHEMBL1830"	"Ribonucleoside-diphosphate reductase M1 chain"	"P23921"	"SINGLE PROTEIN"	"Homo sapiens"	"82"	"163"	"9606"	"False"
"CHEMBL3038463"	"AKT/p21CIP1"	"P38936|P31749"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL2889"	"Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP"	"Q9Y2R2"	"SINGLE PROTEIN"	"Homo sapiens"	"656"	"1215"	"9606"	"False"
"CHEMBL3885521"	"Baculoviral IAP repeat-containing protein 2/Estrogen receptor"	"P03372|Q13490"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"7"	"9606"	"False"
"CHEMBL2189135"	"Acyl-coenzyme A thioesterase 2, mitochondrial"	"P49753"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2282"	"Glucose-6-phosphatase"	"P35575"	"SINGLE PROTEIN"	"Homo sapiens"	"115"	"134"	"9606"	"False"
"CHEMBL1743295"	"Sulfotransferase 1C2"	"O00338"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3589"	"Adenosine kinase"	"P55263"	"SINGLE PROTEIN"	"Homo sapiens"	"872"	"1483"	"9606"	"False"
"CHEMBL1909487"	"Protein-arginine deiminase type-2"	"Q9Y2J8"	"SINGLE PROTEIN"	"Homo sapiens"	"80"	"139"	"9606"	"False"
"CHEMBL1938224"	"Protein phosphatase 1D"	"O15297"	"SINGLE PROTEIN"	"Homo sapiens"	"74"	"89"	"9606"	"False"
"CHEMBL2789"	"Estradiol 17-beta-dehydrogenase 2"	"P37059"	"SINGLE PROTEIN"	"Homo sapiens"	"1317"	"1680"	"9606"	"False"
"CHEMBL2265"	"Acyl coenzyme A:cholesterol acyltransferase"	"P23141"	"SINGLE PROTEIN"	"Homo sapiens"	"684"	"1029"	"9606"	"False"
"CHEMBL5083"	"Poly [ADP-ribose] polymerase 3"	"Q9Y6F1"	"SINGLE PROTEIN"	"Homo sapiens"	"167"	"215"	"9606"	"False"
