"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL1628473"	"Relaxin-3 receptor 2"	"Q8TDU9"	"SINGLE PROTEIN"	"Homo sapiens"	"51"	"124"	"9606"	"False"
"CHEMBL5994"	"C-X-C chemokine receptor type 6"	"O00574"	"SINGLE PROTEIN"	"Homo sapiens"	"72"	"264"	"9606"	"False"
"CHEMBL3885601"	"Lysophosphatidic acid receptor 1/3"	"Q9UBY5|Q92633"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3091266"	"G-protein coupled receptor 39"	"O43194"	"SINGLE PROTEIN"	"Homo sapiens"	"87"	"216"	"9606"	"False"
"CHEMBL2111468"	"Dopamine D2 receptor and serotonin 2a receptor"	"P14416|P28223"	"SELECTIVITY GROUP"	"Homo sapiens"	"93"	"120"	"9606"	"False"
"CHEMBL2109232"	"Adrenomedullin receptor AM1; CALCRL/RAMP2"	"O60895|Q16602"	"PROTEIN COMPLEX"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL3085617"	"Probable G-protein coupled receptor 151"	"Q8TDV0"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3832641"	"T1R1/T1R3"	"Q7RTX0|Q7RTX1"	"PROTEIN COMPLEX"	"Homo sapiens"	"271"	"473"	"9606"	"False"
"CHEMBL4594"	"C-C chemokine receptor type 7"	"P32248"	"SINGLE PROTEIN"	"Homo sapiens"	"85"	"90"	"9606"	"False"
"CHEMBL4714"	"Pyrimidinergic receptor P2Y6"	"Q15077"	"SINGLE PROTEIN"	"Homo sapiens"	"551"	"798"	"9606"	"False"
"CHEMBL2095200"	"Serotonin 2 (5-HT2) receptor"	"P41595|P28223|P28335"	"PROTEIN FAMILY"	"Homo sapiens"	"241"	"283"	"9606"	"False"
"CHEMBL1293293"	"Neuropeptides B/W receptor type 1"	"P48145"	"SINGLE PROTEIN"	"Homo sapiens"	"559"	"709"	"9606"	"False"
"CHEMBL2111445"	"Muscarinic acetylcholine receptor M2 and M4"	"P08173|P08172"	"SELECTIVITY GROUP"	"Homo sapiens"	"216"	"224"	"9606"	"False"
"CHEMBL249"	"Neurokinin 1 receptor"	"P25103"	"SINGLE PROTEIN"	"Homo sapiens"	"4116"	"6289"	"9606"	"False"
"CHEMBL4523923"	"Probable G-protein coupled receptor 27"	"Q9NS67"	"SINGLE PROTEIN"	"Homo sapiens"	"62"	"155"	"9606"	"False"
"CHEMBL3559687"	"Frizzled-5"	"Q13467"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"10"	"9606"	"False"
"CHEMBL3885538"	"Cannabinoid receptor 1/Mu-type opioid receptor"	"P21554|P35372"	"PROTEIN COMPLEX"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL4015"	"C-C chemokine receptor type 2"	"P41597"	"SINGLE PROTEIN"	"Homo sapiens"	"3113"	"5687"	"9606"	"False"
"CHEMBL237"	"Kappa opioid receptor"	"P41145"	"SINGLE PROTEIN"	"Homo sapiens"	"9140"	"16624"	"9606"	"False"
"CHEMBL3632455"	"Probable G-protein coupled receptor 139"	"Q6DWJ6"	"SINGLE PROTEIN"	"Homo sapiens"	"378"	"1141"	"9606"	"False"
"CHEMBL3714130"	"G-protein coupled receptor 6"	"P46095"	"SINGLE PROTEIN"	"Homo sapiens"	"940"	"1475"	"9606"	"False"
"CHEMBL1649052"	"C-C motif chemokine 2"	"P13500"	"SINGLE PROTEIN"	"Homo sapiens"	"73"	"105"	"9606"	"False"
"CHEMBL1275217"	"C-C motif chemokine 5"	"P13501"	"SINGLE PROTEIN"	"Homo sapiens"	"47"	"54"	"9606"	"False"
"CHEMBL4523430"	"Mas-related G-protein coupled receptor member X4"	"Q96LA9"	"SINGLE PROTEIN"	"Homo sapiens"	"315"	"415"	"9606"	"False"
"CHEMBL1613741"	"Taste receptor type 1 member 2"	"Q8TE23"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"15"	"9606"	"False"
"CHEMBL1790"	"Vasopressin V2 receptor"	"P30518"	"SINGLE PROTEIN"	"Homo sapiens"	"2222"	"2966"	"9606"	"False"
"CHEMBL2111417"	"Muscarinic acetylcholine receptor M1/M5 chimeric protein"	"P11229|P08912"	"CHIMERIC PROTEIN"	"Homo sapiens"	"4"	"31"	"9606"	"False"
"CHEMBL1949482"	"Long-wave-sensitive opsin 1"	"P04000"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL4518"	"Purinergic receptor P2Y14"	"Q15391"	"SINGLE PROTEIN"	"Homo sapiens"	"498"	"742"	"9606"	"False"
"CHEMBL4423"	"C-C chemokine receptor type 6"	"P51684"	"SINGLE PROTEIN"	"Homo sapiens"	"361"	"392"	"9606"	"False"
"CHEMBL2384898"	"N-arachidonyl glycine receptor"	"Q14330"	"SINGLE PROTEIN"	"Homo sapiens"	"143"	"433"	"9606"	"False"
"CHEMBL4330"	"Cysteinyl leukotriene receptor 2"	"Q9NS75"	"SINGLE PROTEIN"	"Homo sapiens"	"119"	"135"	"9606"	"False"
"CHEMBL1793"	"Parathyroid hormone receptor"	"Q03431"	"SINGLE PROTEIN"	"Homo sapiens"	"46868"	"47172"	"9606"	"False"
"CHEMBL2010631"	"C-X-C chemokine receptor type 7"	"P25106"	"SINGLE PROTEIN"	"Homo sapiens"	"870"	"1116"	"9606"	"False"
"CHEMBL4607"	"Angiotensin II type 2 (AT-2) receptor"	"P50052"	"SINGLE PROTEIN"	"Homo sapiens"	"1520"	"2563"	"9606"	"False"
"CHEMBL1784"	"Glucagon-like peptide 1 receptor"	"P43220"	"SINGLE PROTEIN"	"Homo sapiens"	"106692"	"111561"	"9606"	"False"
"CHEMBL3772"	"Metabotropic glutamate receptor 1"	"Q13255"	"SINGLE PROTEIN"	"Homo sapiens"	"1416"	"2311"	"9606"	"False"
"CHEMBL2321628"	"C-C chemokine receptor type 10"	"P46092"	"SINGLE PROTEIN"	"Homo sapiens"	"141"	"178"	"9606"	"False"
"CHEMBL1075315"	"C-X-C chemokine receptor type 5"	"P32302"	"SINGLE PROTEIN"	"Homo sapiens"	"166"	"187"	"9606"	"False"
"CHEMBL5006"	"G-protein coupled receptor 12"	"P47775"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL4523491"	"Frizzled-4"	"Q9ULV1"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"9"	"9606"	"False"
"CHEMBL4523454"	"Olfactory receptor 51E2"	"Q9H255"	"SINGLE PROTEIN"	"Homo sapiens"	"26"	"144"	"9606"	"False"
"CHEMBL4523492"	"Frizzled-10"	"Q9ULW2"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2032"	"Growth hormone-releasing hormone receptor"	"Q02643"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2111341"	"Dopamine D1 and D2 receptor"	"P14416|P21728"	"SELECTIVITY GROUP"	"Homo sapiens"	"183"	"197"	"9606"	"False"
"CHEMBL2056"	"Dopamine D1 receptor"	"P21728"	"SINGLE PROTEIN"	"Homo sapiens"	"5389"	"10059"	"9606"	"False"
"CHEMBL1898"	"Serotonin 1b (5-HT1b) receptor"	"P28222"	"SINGLE PROTEIN"	"Homo sapiens"	"2268"	"3085"	"9606"	"False"
"CHEMBL4441"	"C-X-C chemokine receptor type 3"	"P49682"	"SINGLE PROTEIN"	"Homo sapiens"	"1758"	"2736"	"9606"	"False"
"CHEMBL259"	"Melanocortin receptor 4"	"P32245"	"SINGLE PROTEIN"	"Homo sapiens"	"5068"	"10119"	"9606"	"False"
"CHEMBL214"	"Serotonin 1a (5-HT1a) receptor"	"P08908"	"SINGLE PROTEIN"	"Homo sapiens"	"9246"	"15316"	"9606"	"False"
"CHEMBL4843"	"C-X3-C chemokine receptor 1"	"P49238"	"SINGLE PROTEIN"	"Homo sapiens"	"519"	"1718"	"9606"	"False"
"CHEMBL5652"	"Glucose-dependent insulinotropic receptor"	"Q8TDV5"	"SINGLE PROTEIN"	"Homo sapiens"	"2301"	"4796"	"9606"	"False"
"CHEMBL2095169"	"Dopamine receptors; D2 & D3"	"P14416|P35462"	"SELECTIVITY GROUP"	"Homo sapiens"	"532"	"635"	"9606"	"False"
"CHEMBL4106188"	"Melanin-concentrating hormone receptor 2/HERG"	"Q12809|Q969V1"	"SELECTIVITY GROUP"	"Homo sapiens"	"14"	"14"	"9606"	"False"
"CHEMBL4296621"	"Adenosine receptors; A2a & A2b"	"P29275|P29274"	"SELECTIVITY GROUP"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL2096678"	"Endothelin receptor, ET-A/ET-B"	"P24530|P25101"	"PROTEIN FAMILY"	"Homo sapiens"	"261"	"286"	"9606"	"False"
"CHEMBL3795"	"Melanocortin receptor 1"	"Q01726"	"SINGLE PROTEIN"	"Homo sapiens"	"1277"	"2766"	"9606"	"False"
"CHEMBL4616"	"Ghrelin receptor"	"Q92847"	"SINGLE PROTEIN"	"Homo sapiens"	"3403"	"6276"	"9606"	"False"
"CHEMBL1810"	"Thyrotropin-releasing hormone receptor"	"P34981"	"SINGLE PROTEIN"	"Homo sapiens"	"275"	"319"	"9606"	"False"
"CHEMBL232"	"Alpha-1b adrenergic receptor"	"P35368"	"SINGLE PROTEIN"	"Homo sapiens"	"2496"	"3168"	"9606"	"False"
"CHEMBL1917"	"Somatostatin receptor 1"	"P30872"	"SINGLE PROTEIN"	"Homo sapiens"	"752"	"861"	"9606"	"False"
"CHEMBL3259470"	"G-protein coupled receptor 183"	"P32249"	"SINGLE PROTEIN"	"Homo sapiens"	"207"	"257"	"9606"	"False"
"CHEMBL4523857"	"Mas-related G-protein coupled receptor MRG"	"P35410"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5548"	"Prokineticin receptor 2"	"Q8NFJ6"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"9"	"9606"	"False"
"CHEMBL5649"	"Prokineticin receptor 1"	"Q8TCW9"	"SINGLE PROTEIN"	"Homo sapiens"	"166"	"175"	"9606"	"False"
"CHEMBL3777"	"Metabotropic glutamate receptor 7"	"Q14831"	"SINGLE PROTEIN"	"Homo sapiens"	"240"	"376"	"9606"	"False"
"CHEMBL2097169"	"Adrenergic receptor beta; ADRB1 & ADRB3"	"P08588|P13945"	"SELECTIVITY GROUP"	"Homo sapiens"	"176"	"200"	"9606"	"False"
"CHEMBL4524122"	"Serotonin 1 (5-HT1) receptor"	"P30939|P28222|P08908|P28221|P28566"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2111191"	"Adrenomedullin receptor, AM2; CALCRL/RAMP3"	"Q16602|O60896"	"PROTEIN COMPLEX"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL1075322"	"G-protein coupled receptor 55"	"Q9Y2T6"	"SINGLE PROTEIN"	"Homo sapiens"	"1035"	"1665"	"9606"	"False"
"CHEMBL4523980"	"Vasopressin V1a/V2"	"P30518|P37288"	"SELECTIVITY GROUP"	"Homo sapiens"	"74"	"74"	"9606"	"False"
"CHEMBL5201"	"Free fatty acid receptor 3"	"O14843"	"SINGLE PROTEIN"	"Homo sapiens"	"192"	"307"	"9606"	"False"
"CHEMBL3176"	"Galanin receptor 2"	"O43603"	"SINGLE PROTEIN"	"Homo sapiens"	"202"	"361"	"9606"	"False"
"CHEMBL4523881"	"Mas-related G-protein coupled receptor member G"	"Q86SM5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5951"	"Neuropeptide FF receptor 1"	"Q9GZQ6"	"SINGLE PROTEIN"	"Homo sapiens"	"212"	"514"	"9606"	"False"
"CHEMBL4523929"	"Adhesion G-protein coupled receptor G1"	"Q9Y653"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523920"	"Adhesion G protein-coupled receptor L4"	"Q9HBW9"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523874"	"Probable G-protein coupled receptor 158"	"Q5T848"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523860"	"Probable G-protein coupled receptor 171"	"O14626"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523870"	"Probable G-protein coupled receptor 19"	"Q15760"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3724"	"Lysophosphatidic acid receptor Edg-4"	"Q9HBW0"	"SINGLE PROTEIN"	"Homo sapiens"	"287"	"482"	"9606"	"False"
"CHEMBL4523915"	"G-protein coupled receptor 87"	"Q9BY21"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2731"	"Galanin receptor 3"	"O60755"	"SINGLE PROTEIN"	"Homo sapiens"	"271"	"273"	"9606"	"False"
"CHEMBL4523887"	"Adhesion G protein-coupled receptor A3"	"Q8IWK6"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523901"	"Probable G-protein coupled receptor 148"	"Q8TDV2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523605"	"C5a anaphylatoxin chemotactic receptor 1/2"	"P21730|Q9P296"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523921"	"G-protein coupled receptor family C group 5 member C"	"Q9NQ84"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2111418"	"Muscarinic acetylcholine receptor M1 and M3"	"P20309|P11229"	"SELECTIVITY GROUP"	"Homo sapiens"	"232"	"256"	"9606"	"False"
"CHEMBL4742327"	"Cereblon/Adhesion G-protein coupled receptor G1"	"Q96SW2|Q9Y653"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523916"	"Probable G-protein coupled receptor 63"	"Q9BZJ6"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523895"	"G-protein coupled receptor 26"	"Q8NDV2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1777664"	"Probable G-protein coupled receptor 160"	"Q9UJ42"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523909"	"Adhesion G protein-coupled receptor A2"	"Q96PE1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523898"	"Probable G-protein coupled receptor 150"	"Q8NGU9"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523863"	"Probable G-protein coupled receptor 32"	"O75388"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5477"	"Proteinase-activated receptor 3"	"O00254"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4523862"	"Prosaposin receptor GPR37"	"O15354"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523918"	"G-protein coupled receptor 61"	"Q9BZJ8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523873"	"G-protein coupled receptor family C group 6 member A"	"Q5T6X5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2111466"	"Serotonin receptor (2b and 2c)"	"P41595|P28335"	"SELECTIVITY GROUP"	"Homo sapiens"	"114"	"118"	"9606"	"False"
"CHEMBL3430884"	"Sphingosine 1-phosphate receptor Edg-5/Sphingosine 1-phosphate receptor Edg-3"	"O95136|Q99500"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2955"	"Sphingosine 1-phosphate receptor Edg-5"	"O95136"	"SINGLE PROTEIN"	"Homo sapiens"	"978"	"1597"	"9606"	"False"
"CHEMBL5413"	"Metastin receptor"	"Q969F8"	"SINGLE PROTEIN"	"Homo sapiens"	"332"	"614"	"9606"	"False"
"CHEMBL2111456"	"Vasopressin V1 receptor"	"P37288|P47901"	"PROTEIN FAMILY"	"Homo sapiens"	"60"	"61"	"9606"	"False"
"CHEMBL1945"	"Melatonin receptor 1A"	"P48039"	"SINGLE PROTEIN"	"Homo sapiens"	"1412"	"2591"	"9606"	"False"
"CHEMBL4523893"	"Adhesion G-protein coupled receptor G2"	"Q8IZP9"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523882"	"Mas-related G-protein coupled receptor member E"	"Q86SM8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3562165"	"Probable G-protein coupled receptor 34"	"Q9UPC5"	"SINGLE PROTEIN"	"Homo sapiens"	"143"	"197"	"9606"	"False"
"CHEMBL4777"	"Neuropeptide Y receptor type 1"	"P25929"	"SINGLE PROTEIN"	"Homo sapiens"	"3131"	"5053"	"9606"	"False"
"CHEMBL2111460"	"Dopamine D2 receptor and serotonin 1a receptor"	"P14416|P08908"	"SELECTIVITY GROUP"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL2111467"	"Alpha adrenergic receptor (1a and 1d)"	"P35348|P25100"	"SELECTIVITY GROUP"	"Homo sapiens"	"123"	"128"	"9606"	"False"
"CHEMBL1628472"	"Relaxin-3 receptor 1"	"Q9NSD7"	"SINGLE PROTEIN"	"Homo sapiens"	"121"	"234"	"9606"	"False"
"CHEMBL4523116"	"Frizzled-9"	"O00144"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4523888"	"Adhesion G protein-coupled receptor F5"	"Q8IZF2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3885531"	"C-C motif chemokine 5/Neutrophil defensin 1 (Defensin, alpha 1)"	"P13501|P59665"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"6"	"7"	"9606"	"False"
"CHEMBL2413"	"C-C chemokine receptor type 1"	"P32246"	"SINGLE PROTEIN"	"Homo sapiens"	"1168"	"1731"	"9606"	"False"
"CHEMBL4523859"	"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor"	"O00270"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523896"	"Retinoic acid-induced protein 3"	"Q8NFJ5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL264"	"Histamine H3 receptor"	"Q9Y5N1"	"SINGLE PROTEIN"	"Homo sapiens"	"7351"	"10672"	"9606"	"False"
"CHEMBL4523913"	"Probable G-protein coupled receptor 21"	"Q99679"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523928"	"Probable G-protein coupled receptor 45"	"Q9Y5Y3"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523919"	"Opsin-3"	"Q9H1Y3"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3038479"	"fMet-Leu-Phe receptor 1/2"	"P21462|P25090"	"PROTEIN FAMILY"	"Homo sapiens"	"26"	"66"	"9606"	"False"
"CHEMBL4523897"	"Probable G-protein coupled receptor 156"	"Q8NFN8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523905"	"Mas-related G-protein coupled receptor member X3"	"Q96LB0"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL1293267"	"G-protein coupled receptor 35"	"Q9HC97"	"SINGLE PROTEIN"	"Homo sapiens"	"1041"	"2741"	"9606"	"False"
"CHEMBL4523883"	"Probable G-protein coupled receptor 149"	"Q86SP6"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3714081"	"Psychosine receptor"	"Q8IYL9"	"SINGLE PROTEIN"	"Homo sapiens"	"105"	"106"	"9606"	"False"
"CHEMBL4523926"	"G-protein coupled receptor family C group 5 member B"	"Q9NZH0"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4333"	"Sphingosine 1-phosphate receptor Edg-1"	"P21453"	"SINGLE PROTEIN"	"Homo sapiens"	"3595"	"6108"	"9606"	"False"
"CHEMBL3359"	"Formyl peptide receptor 1"	"P21462"	"SINGLE PROTEIN"	"Homo sapiens"	"1014"	"1453"	"9606"	"False"
"CHEMBL2111436"	"Somatostatin receptor"	"P35346|P30874|P31391|P30872|P32745"	"PROTEIN FAMILY"	"Homo sapiens"	"39"	"50"	"9606"	"False"
"CHEMBL2064"	"GABA-B receptor 1"	"Q9UBS5"	"SINGLE PROTEIN"	"Homo sapiens"	"187"	"196"	"9606"	"False"
"CHEMBL4877"	"Neuropeptide Y receptor type 4"	"P50391"	"SINGLE PROTEIN"	"Homo sapiens"	"339"	"1362"	"9606"	"False"
"CHEMBL2111388"	"Beta-2 adrenergic receptor and beta-3 adrenergic receptor"	"P07550|P13945"	"SELECTIVITY GROUP"	"Homo sapiens"	"153"	"173"	"9606"	"False"
"CHEMBL4296070"	"Somatostatin receptor type 2/type 5"	"P35346|P30874"	"PROTEIN FAMILY"	"Homo sapiens"	"2"	"4"	"9606"	"False"
"CHEMBL4523879"	"Probable G-protein coupled receptor 141"	"Q7Z602"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523911"	"Trace amine-associated receptor 9"	"Q96RI9"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523886"	"P2Y purinoceptor 8"	"Q86VZ1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523891"	"Adhesion G-protein coupled receptor F3"	"Q8IZF5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523858"	"Probable G-protein coupled receptor 25"	"O00155"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
