"ChEMBL ID";"Name";"UniProt Accessions";"Type";"Organism";"Compounds";"Activities";"Tax ID";"Species Group Flag"
"CHEMBL3286063";"Tryptophan 5-hydroxylase 2";"Q8CGU9";"SINGLE PROTEIN";"Rattus norvegicus";"1";"3";"10116";"False"
"CHEMBL2852";"Alpha-mannosidase 2C1";"P21139";"SINGLE PROTEIN";"Rattus norvegicus";"18";"19";"10116";"False"
"CHEMBL2366164";"YH-13";"";"CELL-LINE";"Homo sapiens";"61";"61";"9606";"False"
"CHEMBL1075423";"CHP-212";"";"CELL-LINE";"Homo sapiens";"99";"100";"9606";"False"
"CHEMBL614575";"HCT-116/VM46";"";"CELL-LINE";"Homo sapiens";"145";"166";"9606";"False"
"CHEMBL1075427";"COLO-680N";"";"CELL-LINE";"Homo sapiens";"98";"99";"9606";"False"
"CHEMBL2073713";"Sodium/bile acid cotransporter";"O08705";"SINGLE PROTEIN";"Mus musculus";"11";"19";"10090";"False"
"CHEMBL613259";"Pneumonia virus of mice 15";"";"ORGANISM";"Pneumonia virus of mice 15";"1";"1";"296738";"False"
"CHEMBL4208";"Proteasome component C5";"P20618";"SINGLE PROTEIN";"Homo sapiens";"606";"930";"9606";"False"
"CHEMBL3013";"Choline transporter";"Q8BGY9";"SINGLE PROTEIN";"Mus musculus";"45";"45";"10090";"False"
"CHEMBL612880";"Leishmania mexicana";"";"ORGANISM";"Leishmania mexicana";"602";"891";"5665";"False"
"CHEMBL614578";"Hs68";"";"CELL-LINE";"Homo sapiens";"106";"137";"9606";"False"
"CHEMBL1781859";"Solute carrier organic anion transporter family member 1A1";"P46720";"SINGLE PROTEIN";"Rattus norvegicus";"133";"265";"10116";"False"
"CHEMBL4630750";"E3 ubiquitin-protein ligase XIAP/JAK2";"O60674|P98170";"PROTEIN-PROTEIN INTERACTION";"Homo sapiens";"8";"14";"9606";"False"
"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Q15116|Q9NZQ7";"PROTEIN COMPLEX";"Homo sapiens";"947";"1223";"9606";"False"
"CHEMBL1075387";"8505C";"";"CELL-LINE";"Homo sapiens";"503";"571";"9606";"False"
"CHEMBL4296168";"Cereblon/GSPT1";"Q96SW2|P15170";"PROTEIN-PROTEIN INTERACTION";"Homo sapiens";"66";"138";"9606";"False"
"CHEMBL4787";"Glutamate [NMDA] receptor subunit 3A";"Q8TCU5";"SINGLE PROTEIN";"Homo sapiens";"19";"19";"9606";"False"
"CHEMBL4523515";"Tumor necrosis factor receptor superfamily member 16";"Q9Z0W1";"SINGLE PROTEIN";"Mus musculus";"2";"3";"10090";"False"
"CHEMBL5188";"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1";"P10686";"SINGLE PROTEIN";"Rattus norvegicus";"11";"11";"10116";"False"
"CHEMBL4523737";"VHL/Ephrin type-B receptor 4";"P54760|P40337";"PROTEIN-PROTEIN INTERACTION";"Homo sapiens";"1";"1";"9606";"False"
"CHEMBL4523663";"Serine/threonine-protein kinase 3/4";"Q13043|Q13188";"PROTEIN FAMILY";"Homo sapiens";"1";"3";"9606";"False"
"CHEMBL3714412";"Toll-like receptor 1";"Q15399";"SINGLE PROTEIN";"Homo sapiens";"5";"5";"9606";"False"
"CHEMBL3309105";"Taste receptor type 2 member 14";"Q9NYV8";"SINGLE PROTEIN";"Homo sapiens";"128";"169";"9606";"False"
"CHEMBL4729";"Cytochrome P450 2B6";"P20813";"SINGLE PROTEIN";"Homo sapiens";"909";"1319";"9606";"False"
"CHEMBL1075462";"HEC-1";"";"CELL-LINE";"Homo sapiens";"99";"101";"9606";"False"
"CHEMBL614536";"CAPAN-1";"";"CELL-LINE";"Homo sapiens";"571";"742";"9606";"False"
"CHEMBL2073682";"Canalicular multispecific organic anion transporter 2";"O88563";"SINGLE PROTEIN";"Rattus norvegicus";"20";"74";"10116";"False"
"CHEMBL3721";"Cytochrome P450 2C8";"P10632";"SINGLE PROTEIN";"Homo sapiens";"1195";"1460";"9606";"False"
"CHEMBL4513131";"PNT1A";"";"CELL-LINE";"Homo sapiens";"36";"47";"9606";"False"
"CHEMBL5029";"Proto-oncogene protein c-fos";"P01100";"SINGLE PROTEIN";"Homo sapiens";"1";"1";"9606";"False"
"CHEMBL1075479";"IGR-1";"";"CELL-LINE";"Homo sapiens";"115";"125";"9606";"False"
"CHEMBL3524";"Histone deacetylase 4";"P56524";"SINGLE PROTEIN";"Homo sapiens";"1541";"2286";"9606";"False"
"CHEMBL3814";"Creatine transporter";"P28570";"SINGLE PROTEIN";"Rattus norvegicus";"58";"104";"10116";"False"
"CHEMBL4523372";"Glycerol-3-phosphate acyltransferase 4";"Q86UL3";"SINGLE PROTEIN";"Homo sapiens";"1";"6";"9606";"False"
"CHEMBL2073667";"Solute carrier family 22 member 4";"Q9R141";"SINGLE PROTEIN";"Rattus norvegicus";"10";"11";"10116";"False"
"CHEMBL3166";"Protein-tyrosine phosphatase 1C";"P29350";"SINGLE PROTEIN";"Homo sapiens";"563";"679";"9606";"False"
"CHEMBL1961793";"Nuclear receptor subfamily 6 group A member 1";"Q15406";"SINGLE PROTEIN";"Homo sapiens";"3";"3";"9606";"False"
"CHEMBL2367374";"Leaf";"";"TISSUE";"Lolium perenne";"5";"10";"4522";"False"
"CHEMBL3694";"Dynein heavy chain";"P38650";"SINGLE PROTEIN";"Rattus norvegicus";"8";"8";"10116";"False"
"CHEMBL4630851";"5-demethoxyubiquinone hydroxylase, mitochondrial";"Q99807";"SINGLE PROTEIN";"Homo sapiens";"20";"72";"9606";"False"
"CHEMBL1293246";"Beta Lactamase";"Q932Y6";"SINGLE PROTEIN";"Pseudomonas aeruginosa";"666";"819";"287";"False"
"CHEMBL4630815";"DNA replication licensing factor MCM5";"P33992";"SINGLE PROTEIN";"Homo sapiens";"1";"3";"9606";"False"
"CHEMBL4879468";"Tyrosine-protein kinase";"Q5S255";"SINGLE PROTEIN";"Rattus norvegicus";"4";"18";"10116";"False"
"CHEMBL613188";"Fusarium oxysporum f. sp. vasinfectum";"";"ORGANISM";"Fusarium oxysporum f. sp. vasinfectum";"167";"242";"61374";"False"
"CHEMBL2366087";"NCI-H747";"";"CELL-LINE";"Homo sapiens";"138";"140";"9606";"False"
"CHEMBL2814";"DNA topoisomerase I";"Q04750";"SINGLE PROTEIN";"Mus musculus";"51";"53";"10090";"False"
"CHEMBL2366348";"JEG-3";"";"CELL-LINE";"Homo sapiens";"103";"105";"9606";"False"
"CHEMBL3188";"Methionine synthase";"A6H5Y3";"SINGLE PROTEIN";"Mus musculus";"2";"2";"10090";"False"
"CHEMBL4523140";"Speckle-type POZ protein";"O43791";"SINGLE PROTEIN";"Homo sapiens";"20";"74";"9606";"False"
"CHEMBL614498";"fLS";"";"CELL-LINE";"";"2";"2";"";"False"
"CHEMBL3309047";"Free fatty acid receptor 2";"Q8VCK6";"SINGLE PROTEIN";"Mus musculus";"18";"35";"10090";"False"
"CHEMBL612527";"Human rhinovirus 39";"";"ORGANISM";"Human rhinovirus 39";"27";"46";"185907";"False"
"CHEMBL4523236";"DNA replication ATP-dependent helicase/nuclease DNA2";"P51530";"SINGLE PROTEIN";"Homo sapiens";"38";"97";"9606";"False"
"CHEMBL615048";"Human rhinovirus strain Hanks";"";"ORGANISM";"Human rhinovirus strain Hanks";"1";"12";"167323";"False"
"CHEMBL3509586";"Arylacetamide deacetylase";"Q9QZH8";"SINGLE PROTEIN";"Rattus norvegicus";"2";"22";"10116";"False"
"CHEMBL5657";"Histamine H4 receptor";"Q91ZY2";"SINGLE PROTEIN";"Mus musculus";"58";"173";"10090";"False"
"CHEMBL3509584";"Arylacetamide deacetylase";"P22760";"SINGLE PROTEIN";"Homo sapiens";"9";"48";"9606";"False"
"CHEMBL613904";"Bacillus anthracis";"";"ORGANISM";"Bacillus anthracis";"1229";"2877";"1392";"False"
"CHEMBL614687";"K177cell line";"";"CELL-LINE";"Homo sapiens";"11";"28";"9606";"False"
"CHEMBL614311";"Wild type T- cell line";"";"CELL-LINE";"";"1";"1";"";"False"
"CHEMBL614715";"L1210/Adr";"";"CELL-LINE";"Mus musculus";"17";"18";"10090";"False"
"CHEMBL1075121";"Putative hydrolase RBBP9";"O75884";"SINGLE PROTEIN";"Homo sapiens";"26";"66";"9606";"False"
"CHEMBL613535";"BC";"";"CELL-LINE";"";"73";"131";"";"False"
"CHEMBL3093";"Dihydroorotase";"P27708";"SINGLE PROTEIN";"Homo sapiens";"26";"27";"9606";"False"
"CHEMBL612464";"Human rhinovirus 45";"";"ORGANISM";"Human rhinovirus 45";"16";"17";"147676";"False"
"CHEMBL612987";"Panagrellus redivivus";"";"ORGANISM";"Panagrellus redivivus";"36";"38";"6233";"False"
"CHEMBL3301382";"Nicotinic acetylcholine receptor alpha-4/beta-2";"Q9ERK7|Q8R493";"PROTEIN COMPLEX";"Mus musculus";"85";"112";"10090";"False"
"CHEMBL5862";"Glucagon-like peptide 1 receptor";"P32301";"SINGLE PROTEIN";"Rattus norvegicus";"81";"331";"10116";"False"
"CHEMBL2034799";"Proto-oncogene tyrosine-protein kinase receptor Ret";"P35546";"SINGLE PROTEIN";"Mus musculus";"9";"12";"10090";"False"
"CHEMBL613348";"Colletotrichum gloeosporioides";"";"ORGANISM";"Colletotrichum gloeosporioides";"323";"507";"474922";"False"
"CHEMBL4793";"Dipeptidyl peptidase IX";"Q86TI2";"SINGLE PROTEIN";"Homo sapiens";"1469";"1618";"9606";"False"
"CHEMBL4981";"Cytochrome P450 51";"Q64654";"SINGLE PROTEIN";"Rattus norvegicus";"11";"17";"10116";"False"
"CHEMBL4296443";"JIMT-1";"";"CELL-LINE";"Homo sapiens";"135";"212";"9606";"False"
"CHEMBL612854";"Eimeria tenella";"";"ORGANISM";"Eimeria tenella";"666";"974";"5802";"False"
"CHEMBL3883321";"Mu opioid receptor/Alpha-2A adrenergic receptor";"P08913|P35372";"PROTEIN COMPLEX";"Homo sapiens";"2";"11";"9606";"False"
"CHEMBL613515";"MOLT-4F";"";"CELL-LINE";"Homo sapiens";"86";"92";"9606";"False"
"CHEMBL1075601";"TYK-nu";"";"CELL-LINE";"Homo sapiens";"107";"108";"9606";"False"
"CHEMBL613547";"MLF";"";"CELL-LINE";"Mus musculus";"5";"5";"10090";"False"
"CHEMBL2366151";"SK-MG-1";"";"CELL-LINE";"Homo sapiens";"9";"9";"9606";"False"
"CHEMBL614258";"CPAE";"";"CELL-LINE";"Bos taurus";"18";"19";"9913";"False"
"CHEMBL4630752";"Toll-like receptor 7/8";"A1XC23|H6BA89";"PROTEIN FAMILY";"Canis lupus familiaris";"13";"156";"9615";"False"
"CHEMBL614253";"3LLD122";"";"CELL-LINE";"Mus musculus";"4";"4";"10090";"False"
"CHEMBL2117";"AMP-activated protein kinase, beta-2 subunit";"O43741";"SINGLE PROTEIN";"Homo sapiens";"4";"4";"9606";"False"
"CHEMBL612820";"3677 melanoma cell line";"";"CELL-LINE";"Homo sapiens";"2";"3";"9606";"False"
"CHEMBL3038504";"Ionotropic glutamate receptor NMDA 1/2C";"Q05586|Q14957";"PROTEIN COMPLEX";"Homo sapiens";"13";"19";"9606";"False"
"CHEMBL4135";"Geranylgeranyl transferase type I beta subunit";"P53609";"SINGLE PROTEIN";"Homo sapiens";"106";"110";"9606";"False"
"CHEMBL5057";"Envelope glycoprotein gp160";"P03375";"SINGLE PROTEIN";"Human immunodeficiency virus type 1 group M subtype B (isolate BH10)(HIV-1)";"17";"34";"11678";"False"
"CHEMBL5827";"Envelope glycoprotein gp160";"P03379";"SINGLE PROTEIN";"Maedi visna virus (strain 1514) (MVV) (Visna lentivirus)";"1";"1";"11742";"False"
"CHEMBL2424506";"DNA gyrase subunit A";"P20831";"SINGLE PROTEIN";"Staphylococcus aureus";"74";"96";"1280";"False"
"CHEMBL5006";"G-protein coupled receptor 12";"P47775";"SINGLE PROTEIN";"Homo sapiens";"6";"6";"9606";"False"
"CHEMBL5051";"Transient receptor potential cation channel subfamily V member 2";"Q9Y5S1";"SINGLE PROTEIN";"Homo sapiens";"13";"25";"9606";"False"
"CHEMBL1075577";"SK-MEL-30";"";"CELL-LINE";"Homo sapiens";"119";"122";"9606";"False"
"CHEMBL2322";"Renin";"P08424";"SINGLE PROTEIN";"Rattus norvegicus";"123";"163";"10116";"False"
"CHEMBL4483252";"KOPTK1";"";"CELL-LINE";"Homo sapiens";"8";"27";"9606";"False"
"CHEMBL1075117";"Microtubule-associated protein tau";"P19332";"SINGLE PROTEIN";"Rattus norvegicus";"5";"5";"10116";"False"
"CHEMBL4296505";"Toledo";"";"CELL-LINE";"Homo sapiens";"112";"123";"9606";"False"
"CHEMBL4434";"Heme oxygenase 1";"P14901";"SINGLE PROTEIN";"Mus musculus";"12";"18";"10090";"False"
"CHEMBL614669";"H2987 cell line";"";"CELL-LINE";"Homo sapiens";"3";"5";"9606";"False"
"CHEMBL4365";"Tyrosine-protein kinase CSK";"P32577";"SINGLE PROTEIN";"Rattus norvegicus";"1";"1";"10116";"False"
"CHEMBL1075589";"SW1463";"";"CELL-LINE";"Homo sapiens";"110";"111";"9606";"False"
"CHEMBL5871";"Glycine receptor subunit alpha-2";"P23416";"SINGLE PROTEIN";"Homo sapiens";"38";"49";"9606";"False"
"CHEMBL1075546";"NCI-H810";"";"CELL-LINE";"Homo sapiens";"109";"111";"9606";"False"
"CHEMBL3647";"Aspartate aminotransferase mitochondrial";"P05202";"SINGLE PROTEIN";"Mus musculus";"7";"49";"10090";"False"
"CHEMBL2584";"Neuronal acetylcholine receptor protein alpha-2 subunit";"P12389";"SINGLE PROTEIN";"Rattus norvegicus";"14";"15";"10116";"False"
"CHEMBL614041";"L1210 (DACH)";"";"CELL-LINE";"Mus musculus";"11";"11";"10090";"False"
"CHEMBL2417353";"Serine/threonine-protein kinase Nek8";"Q86SG6";"SINGLE PROTEIN";"Homo sapiens";"35";"44";"9606";"False"
"CHEMBL614557";"CHO-hD3";"";"CELL-LINE";"Cricetulus griseus";"2";"2";"10029";"False"
"CHEMBL3784905";"Acyl-protein thioesterase 2";"Q9QYL8";"SINGLE PROTEIN";"Rattus norvegicus";"1";"1";"10116";"False"
"CHEMBL614582";"HuTu80";"";"CELL-LINE";"Homo sapiens";"175";"186";"9606";"False"
"CHEMBL2367173";"Tetranychus cinnabarinus";"";"ORGANISM";"Tetranychus cinnabarinus";"442";"1124";"93129";"False"
"CHEMBL3325307";"Eukaryotic elongation factor 2 kinase";"P70531";"SINGLE PROTEIN";"Rattus norvegicus";"2";"2";"10116";"False"
"CHEMBL1075217";"Cathepsin S";"Q02765";"SINGLE PROTEIN";"Rattus norvegicus";"10";"10";"10116";"False"
"CHEMBL3325305";"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3";"Q9Y2A9";"SINGLE PROTEIN";"Homo sapiens";"4";"8";"9606";"False"
"CHEMBL5557";"Potassium voltage-gated channel subfamily H member 2";"O08703";"SINGLE PROTEIN";"Cavia porcellus";"22";"22";"10141";"False"
"CHEMBL3351207";"DNA damage-inducible transcript 3 protein";"P35638";"SINGLE PROTEIN";"Homo sapiens";"25";"25";"9606";"False"
"CHEMBL3430893";"Integrin alpha-V/alpha-5";"P06756|P08648";"PROTEIN COMPLEX";"Homo sapiens";"6";"6";"9606";"False"
"CHEMBL2170";"cyclic AMP phosphoprotein";"Q712U5";"SINGLE PROTEIN";"Rattus norvegicus";"35";"35";"10116";"False"
"CHEMBL3580528";"Serine/threonine-protein kinase PAK 1";"P35465";"SINGLE PROTEIN";"Rattus norvegicus";"1";"3";"10116";"False"
"CHEMBL6046";"Hypoxia-inducible factor 1-alpha";"Q61221";"SINGLE PROTEIN";"Mus musculus";"16";"24";"10090";"False"
"CHEMBL3137277";"P2X2/P2X3 receptor";"P49653|P49654";"PROTEIN COMPLEX";"Rattus norvegicus";"5";"6";"10116";"False"
"CHEMBL4630701";"WM164";"";"CELL-LINE";"Homo sapiens";"68";"99";"9606";"False"
"CHEMBL612906";"Rana pipiens";"";"ORGANISM";"Rana pipiens";"29";"29";"8404";"False"
"CHEMBL2010622";"Leucine-rich repeat serine/threonine-protein kinase 2";"Q5S006";"SINGLE PROTEIN";"Mus musculus";"48";"68";"10090";"False"
"CHEMBL2741";"Arachidonate 12-lipoxygenase";"Q02759";"SINGLE PROTEIN";"Rattus norvegicus";"58";"60";"10116";"False"
"CHEMBL614255";"A253 cell line";"";"CELL-LINE";"Homo sapiens";"147";"154";"9606";"False"
"CHEMBL612405";"SCG";"";"CELL-LINE";"Rattus norvegicus";"1";"7";"10116";"False"
"CHEMBL614961";"Clostridium acetobutylicum";"";"ORGANISM";"Clostridium acetobutylicum";"8";"18";"1488";"False"
"CHEMBL2176832";"Glyceraldehyde-3-phosphate dehydrogenase";"P04797";"SINGLE PROTEIN";"Rattus norvegicus";"3";"3";"10116";"False"
"CHEMBL2496";"P2X purinoceptor 7";"Q64663";"SINGLE PROTEIN";"Rattus norvegicus";"907";"1131";"10116";"False"
"CHEMBL3883302";"Histone deacetylase 1/2";"O09106|P70288";"PROTEIN FAMILY";"Mus musculus";"5";"16";"10090";"False"
"CHEMBL4523574";"HCC2935";"";"CELL-LINE";"Homo sapiens";"1";"1";"9606";"False"
"CHEMBL5069367";"Zinc finger and BTB domain-containing protein 44";"Q8NCP5";"SINGLE PROTEIN";"Homo sapiens";"1";"9";"9606";"False"
"CHEMBL3507";"Mineralocorticoid receptor";"P22199";"SINGLE PROTEIN";"Rattus norvegicus";"282";"505";"10116";"False"
"CHEMBL2366229";"KINGS-1";"";"CELL-LINE";"Homo sapiens";"137";"139";"9606";"False"
"CHEMBL5669";"Epoxide hydrolase 2";"P80299";"SINGLE PROTEIN";"Rattus norvegicus";"314";"342";"10116";"False"
"CHEMBL2366284";"NB1";"";"CELL-LINE";"Homo sapiens";"131";"134";"9606";"False"
"CHEMBL613412";"Serum";"";"TISSUE";"Macaca mulatta";"15";"58";"9544";"False"
"CHEMBL1075542";"NCI-H441";"";"CELL-LINE";"Homo sapiens";"181";"225";"9606";"False"
"CHEMBL612251";"Fibrosarcoma cell line";"";"CELL-LINE";"";"4";"4";"";"False"
"CHEMBL4879425";"ATP synthase subunit beta, mitochondrial";"P00829";"SINGLE PROTEIN";"Bos taurus";"2";"2";"9913";"False"
"CHEMBL614191";"NCH82";"";"CELL-LINE";"Homo sapiens";"25";"33";"9606";"False"
"CHEMBL4523618";"JAK1/TYK2";"P52332|Q9R117";"PROTEIN COMPLEX";"Mus musculus";"2";"2";"10090";"False"
"CHEMBL1075569";"SAS";"";"CELL-LINE";"Homo sapiens";"175";"201";"9606";"False"
"CHEMBL3721310";"Putative short transient receptor potential channel 2-like protein";"Q6ZNB5";"SINGLE PROTEIN";"Homo sapiens";"1";"1";"9606";"False"
"CHEMBL1795105";"Far upstream element-binding protein 2";"Q92945";"SINGLE PROTEIN";"Homo sapiens";"3";"15";"9606";"False"
"CHEMBL3883324";"Urokinase-type plasminogen activator/surface receptor";"P00749|Q03405";"PROTEIN-PROTEIN INTERACTION";"Homo sapiens";"11";"27";"9606";"False"
"CHEMBL612506";"Fusarium solani";"";"ORGANISM";"Fusarium solani";"745";"1274";"169388";"False"
"CHEMBL4649919";"SOX2 promoter DNA";"";"NUCLEIC-ACID";"";"1";"50";"";"False"
"CHEMBL5169284";"Papillary muscle";"";"TISSUE";"Mustela putorius furo";"4";"4";"9669";"False"
"CHEMBL3690";"GAR transformylase";"Q64737";"SINGLE PROTEIN";"Mus musculus";"51";"71";"10090";"False"
"CHEMBL2366139";"HCE-T";"";"CELL-LINE";"Homo sapiens";"137";"139";"9606";"False"
"CHEMBL1075475";"HuO-3N1";"";"CELL-LINE";"Homo sapiens";"98";"99";"9606";"False"
"CHEMBL2366123";"LAN-6";"";"CELL-LINE";"Homo sapiens";"137";"139";"9606";"False"
"CHEMBL3593";"Lanosterol synthase";"P48449";"SINGLE PROTEIN";"Homo sapiens";"193";"305";"9606";"False"
"CHEMBL614937";"SP-295";"";"CELL-LINE";"";"1";"1";"";"False"
"CHEMBL614822";"NIH3T3";"";"CELL-LINE";"Mus musculus";"3994";"5319";"10090";"False"
"CHEMBL2366305";"KARPAS-45";"";"CELL-LINE";"Homo sapiens";"124";"125";"9606";"False"
"CHEMBL4296167";"Cereblon/Aiolos";"Q96SW2|Q9UKT9";"PROTEIN-PROTEIN INTERACTION";"Homo sapiens";"87";"164";"9606";"False"
"CHEMBL2096991";"Protein farnesyl/geranylgeranyl transferase";"P49354|P49356|P53609";"PROTEIN COMPLEX GROUP";"Homo sapiens";"138";"143";"9606";"False"
"CHEMBL3232682";"Ubiquitin carboxyl-terminal hydrolase 20";"Q9Y2K6";"SINGLE PROTEIN";"Homo sapiens";"7";"11";"9606";"False"
"CHEMBL3262";"Lanosterol synthase";"P48450";"SINGLE PROTEIN";"Rattus norvegicus";"146";"250";"10116";"False"
"CHEMBL3831324";"Mas-related G-protein coupled receptor member X2";"Q4QXU5";"SINGLE PROTEIN";"Macaca mulatta";"4";"8";"9544";"False"
"CHEMBL612888";"Toxoplasma gondii";"";"ORGANISM";"Toxoplasma gondii";"2063";"3601";"5811";"False"
"CHEMBL4879431";"Putative alpha-1-antitrypsin-related protein";"P20848";"SINGLE PROTEIN";"Homo sapiens";"11";"12";"9606";"False"
"CHEMBL3706572";"MOLM-13";"";"CELL-LINE";"Homo sapiens";"1430";"2112";"9606";"False"
"CHEMBL614504";"GLIOMA#108";"";"CELL-LINE";"";"5";"6";"";"False"
"CHEMBL3706570";"MOLM-14";"";"CELL-LINE";"Homo sapiens";"123";"376";"9606";"False"
